"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT08","WT09","WT13","WT14","WT16","WT18","WT22"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-06","7.61",,"0.00","0.0","0.0","35","40","31","  350","  350","18.1","21.9","    1","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-07","11.18",,"0.00","0.0","0.0","33","38","28","   70","   60","21.0","32.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-08","14.32",,"0.06","0.5","0.0","34","38","30","  120","   70","21.9","35.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-09","12.75",,"0.34","0.5","1.2","33","36","31","  110","   90","19.9","25.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-10","12.30",,"0.18","0.0","0.0","38","44","35","  190","  170","23.0","35.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-11","13.87",,"0.09","0.0","0.0","41","42","39","  190","  210","21.9","29.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-12","8.95",,"0.09","0.0","0.0","40","42","37","  200","  200","17.0","23.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-13","10.51",,"0.00","0.0","0.0","37","38","31","   20","   30","15.0","19.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-14","13.87",,"0.00","0.0","0.0","33","39","30","   10","   20","19.9","23.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-15","6.93",,"0.00","0.0","0.0","34","38","32","   10","   10","15.0","18.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-16","8.50",,"0.00","0.0","0.0","32","34","25","  360","  360","18.1","25.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-17","5.37",,"0.00","0.0","0.0","28","33","23","  120","  120","12.1","14.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-18","5.82",,"0.00","0.0","0.0","32","39","27","  170","  180","15.0","18.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-19","10.51",,"0.81","0.0","0.0","39","45","35","  200","  180","23.9","32.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-20","14.32",,"0.01","0.0","0.0","45","50","40","  210","  220","30.0","42.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-21","4.03",,"0.00","0.0","0.0","42","47","34","  140","  150","15.0","19.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-22","6.71",,"0.30","0.0","0.0","39","44","33","  140","  130","21.0","25.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-23","5.37",,"0.58","0.0","0.0","39","39","35","   40","   50","14.1","15.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-24","2.01",,"0.10","0.0","0.0","37","40","35","  340","  360","8.9","11.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-25","4.25",,"0.00","0.0","0.0","36","42","33","  110","  120","10.1","14.1","    1","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-26","8.50",,"0.29","0.0","0.0","36","42","33","  160","  170","21.9","33.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-27","15.21",,"0.05","0.0","0.0","41","44","40","  200","  190","23.9","34.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-28","8.72",,"0.00","0.0","0.0","41","47","38","  200","  230","18.1","23.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-29","8.50",,"0.05","0.0","0.0","42","48","40","  200","  210","21.9","28.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-30","6.93",,"0.02","0.0","0.0","42","45","34","   20","   30","14.1","16.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2016-12-31","8.05",,"0.03","0.0","0.0","34","38","29","  190","  180","19.9","25.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-01","9.62",,"0.43","3.0","2.0","35","37","28","   10","   10","16.1","19.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-02","10.51",,"0.00","0.0","2.0","32","34","26","   70","   60","15.0","19.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-03","11.86",,"0.00","0.0","2.0","27","33","21","   20","   20","18.1","21.9",,,,,,"    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-04","10.96",,"0.00","0.0","1.2","27","36","22","   20","   20","16.1","19.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-05","5.82",,"0.00","0.0","0.0","28","35","21","   40","   40","15.0","16.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-06","6.26",,"0.00","0.0","0.0","29","40","20","  110","  120","14.1","19.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-07","13.42",,"0.00","0.0","0.0","33","37","29","   90","   80","23.0","30.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-08","11.86",,"0.45","0.0","0.0","37","45","35","  100","   90","28.0","36.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-09","7.83",,"0.05","0.0","0.0","39","42","34","  200","  200","21.0","27.1","    1","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-10","13.65",,"0.07","0.0","0.0","37","40","32","   10","  360","25.1","31.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-11","12.08",,"0.00","0.0","0.0","32","34","28","  360","   10","23.9","29.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-12","6.04",,"0.00","0.0","0.0","31","40","25","   20","   30","12.1","12.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-13","6.04",,"0.00","0.0","0.0","31","37","25","   30","   30","10.1","13.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-14","4.92",,"0.00","0.0","0.0","34","44","26","  360","  340","10.1","12.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-15","3.13",,"0.00","0.0","0.0","34","43","27","  120","  140","8.9","14.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-16","4.03",,"0.00","0.0","0.0","36","45","30","  140","  150","13.0","16.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-17","4.70",,"1.74","0.0","0.0","43","49","39","  110","  120","17.0","21.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-18","10.74",,"1.21","0.0","0.0","46","53","44","  180","  170","28.0","36.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-19","9.84",,"0.09","0.0","0.0","46","50","41","  190","  170","17.0","21.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-20","9.40",,"0.00","0.0","0.0","46","52","37","  110","  100","25.9","36.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-21","4.03",,"0.05","0.0","0.0","45","54","40","  170","  160","14.1","16.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-22","8.72",,"0.08","0.0","0.0","45","49","37","  130","  130","23.0","28.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-23","4.92",,"0.00","0.0","0.0","41","48","34","  340","   20","13.0","19.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-24","2.46",,"0.00","0.0","0.0","37","43","31","  120","  120","10.1","13.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-25","2.68",,"0.00","0.0","0.0","38","44","35","  130","  150","6.9","8.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-26","2.91",,"0.00","0.0","0.0","43","47","41","  110","   90","8.9","13.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-27","5.82",,"0.00","0.0","0.0","44","54","37","  110","  110","14.1","21.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-28","5.37",,"0.00","0.0","0.0","45","52","37","  120","  180","12.1","13.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-29","8.28",,"0.03","0.0","0.0","43","48","37","  190","  200","21.0","31.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-30","9.17",,"0.02","0.0","0.0","44","45","40","   20","   20","17.0","21.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-01-31","11.18",,"0.00","0.0","0.0","41","44","34","  360","  360","21.0","25.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-01","15.43",,"0.00","0.0","0.0","36","43","29","   90","   80","25.1","33.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-02","13.87",,"0.01","0.0","0.0","38","44","32","   90","   70","23.9","34.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-03","8.50",,"0.70","0.0","0.0","37","40","34","  100","   90","19.9","23.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-04","8.72",,"0.94","0.0","0.0","41","46","37","  190","  180","18.1","25.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-05","10.96",,"0.82","2.0","0.0","39","41","33","  230","  260","21.0","28.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-06","9.40",,"0.65","5.1","3.9","33","37","30","  190","  190","19.9","25.9","    1","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-07","7.16",,"0.01","0.0","3.9","35","38","30","   10","   10","17.0","19.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-08","6.49",,"0.70","0.0","2.0","36","40","34","  110","  120","13.0","18.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-09","13.20",,"1.63","0.0","0.0","44","56","39","  210","  220","31.1","42.1","    1",,"    1",,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-10","17.22",,"0.02","0.0","0.0","47","48","39","  200","  200","33.1","42.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-11","7.83",,"0.00","0.0","0.0","41","49","38","  190","  190","16.1","19.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-12","5.59",,"0.00","0.0","0.0","41","51","34","   20","   20","14.1","17.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-13","8.28",,"0.00","0.0","0.0","42","57","35","   10","   20","18.1","21.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-14","4.03",,"0.23","0.0","0.0","45","58","36","  100","   90","10.1","12.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-15","7.83",,"1.63","0.0","0.0","49","54","45","  110","  120","15.0","19.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-16","10.51",,"0.50","0.0","0.0","51","53","46","  210","  220","17.0","23.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-17","9.84",,"0.01","0.0","0.0","48","56","42","   20","   10","21.9","25.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-18","8.28",,"0.15","0.0","0.0","44","45","42","   20","   20","18.1","23.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-19","8.50",,"0.06","0.0","0.0","44","47","40","  170","  150","21.9","27.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-20","6.71",,"0.20","0.0","0.0","43","45","40","   10","   10","17.0","19.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-21","7.38",,"0.07","0.0","0.0","43","48","39","   80","   80","16.1","19.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-22","4.92",,"0.00","0.0","0.0","41","46","35","   40","   40","14.1","17.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-23","3.80",,"0.01","0.0","0.0","38","44","34","  250","  250","12.1","13.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-24","4.03",,"0.00","0.0","0.0","37","47","32","  140","  130","10.1","14.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-25","7.16",,"0.01","0.0","0.0","39","44","32","  210","  210","21.9","32.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-26","7.38",,"0.33","0.0","0.0","39","41","35","  160","  160","16.1","19.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-27","8.50",,"0.16","0.1","0.0","38","41","33","  310","  300","21.9","32.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-02-28","8.72",,"0.01","0.0","0.0","37","47","33","  200","  220","23.0","32.0","    1","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-01","13.87",,"0.02","0.0","0.0","44","49","41","  190","  200","25.1","32.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-02","10.51",,"0.09","0.0","0.0","44","47","41","  200","  190","21.9","27.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-03","14.09",,"0.36","0.0","0.0","47","51","39","  220","  220","23.0","32.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-04","7.61",,"0.04","0.0","0.0","41","46","34","  200","  200","21.0","25.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-05","13.42",,"0.00","0.0","0.0","40","45","34","  180","  190","31.1","40.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-06","13.42",,"0.00","0.0","0.0","38","43","35","  210","  200","21.9","30.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-07","8.72",,"0.75","0.0","0.0","37","42","35","  200","  200","21.0","25.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-08","10.74",,"0.13","0.0","0.0","41","43","37","  200","  210","23.0","29.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-09","6.04",,"0.70","0.0","0.0","39","49","39","  180","  190","19.9","25.1","    1","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-10","12.53",,"0.03","0.0","0.0","48","52","44","  210","  200","30.0","38.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-11","10.74",,"0.37","0.0","0.0","45","53","40","  220","  210","25.9","35.1","    1","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-12","7.16",,"0.02","0.0","0.0","48","53","45","  220","  210","17.0","21.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-13","5.59",,"0.65","0.0","0.0","50","53","47","  160","  130","13.0","16.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-14","10.51",,"0.39","0.0","0.0","52","57","48","  200","  190","23.9","33.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-15","7.16",,"0.81","0.0","0.0","50","50","44","  210","  200","21.9","32.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-16","10.29",,"0.00","0.0","0.0","45","52","39","  200","  190","23.9","32.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-17","4.92",,"0.68","0.0","0.0","43","53","37","  150","  150","16.1","21.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-18","13.65",,"0.34","0.0","0.0","48","57","35","  210","  220","23.0","31.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-19","9.62",,"0.00","0.0","0.0","42","53","34","   10","   10","18.1","23.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-20","11.18",,"0.01","0.0","0.0","45","54","38","   10","   20","19.9","21.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-21","5.82",,"0.20","0.0","0.0","49","56","46","  140","  130","13.0","19.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-22","13.42",,"0.02","0.0","0.0","51","56","43","  220","  210","25.9","35.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-23","7.83",,"0.26","0.0","0.0","46","58","39","  220","  220","17.0","21.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-24","10.96",,"0.24","0.0","0.0","49","54","44","  200","  200","23.0","29.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-25","10.51",,"0.01","0.0","0.0","47","52","43","  200","  200","19.9","23.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-26","3.80",,"0.38","0.0","0.0","46","49","43","  180","  170","15.0","21.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-27","12.08",,"0.17","0.0","0.0","47","53","44","  220","  220","23.0","28.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-28","11.18",,"0.14","0.0","0.0","47","53","44","  180","  170","19.9","28.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-29","13.65",,"0.51","0.0","0.0","49","55","45","  210","  210","28.0","38.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-30","6.49",,"0.00","0.0","0.0","47","54","43","   40","   30","16.1","19.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-03-31","4.25",,"0.00","0.0","0.0","47","56","37","  130","  140","12.1","14.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-01","7.61",,"0.04","0.0","0.0","50","56","45","  210","  210","15.0","19.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-02","7.83",,"0.04","0.0","0.0","48","55","41","   40","   50","21.0","25.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-03","4.92",,"0.00","0.0","0.0","46","53","40","  270",,"17.0",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-04","5.14",,"0.12","0.0","0.0","49","61","43","  200","  220","14.1","25.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-05","6.71",,"0.46","0.0","0.0","51","54","48","  160","  160","18.1","23.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-06","9.62",,"0.26","0.0","0.0","51","60","47","   10","   10","19.9","23.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-07","16.11",,"0.10","0.0","0.0","53","59","46","  190","  200","38.0","47.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-08","12.75",,"0.01","0.0","0.0","47","52","41","  200","  190","21.0","25.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-09","6.49",,"0.00","0.0","0.0","46","56","39","  170","  170","23.0","31.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-10","10.96",,"0.38","0.0","0.0","49","53","41","  200","  210","30.0","40.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-11","10.51",,"0.02","0.0","0.0","46","57","38","  340","  350","21.0","23.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-12","8.28",,"0.85","0.0","0.0","51","59","45","  230","  210","21.0","27.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-13","10.51",,"0.08","0.0","0.0","49","54","43","  220","  210","23.9","32.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-14","12.30",,"0.01","0.0","0.0","46","52","42","  200","  210","21.9","28.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-15","9.17",,"0.00","0.0","0.0","47","57","41","   20","   20","15.0","19.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-16","11.63",,"0.00","0.0","0.0","52","66","42","  130","  120","19.9","23.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-17","8.72",,"0.07","0.0","0.0","57","60","50","  210","  200","17.0","21.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-18","8.28",,"0.48","0.0","0.0","52","60","48","  190","  190","23.0","28.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-19","7.16",,"0.35","0.0","0.0","51","56","46","  220","  220","15.0","19.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-20","9.40",,"0.01","0.0","0.0","50","58","44","  240","  220","19.9","25.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-21","8.28",,"0.00","0.0","0.0","52","66","43","  120","  120","21.0","29.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-22","9.62",,"0.07","0.0","0.0","60","63","48","  120","  120","25.1","34.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-23","7.38",,"0.49","0.0","0.0","51","53","45","  170","  170","17.0","23.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-24","8.28",,"0.06","0.0","0.0","48","57","45","  350","  360","16.1","19.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-25","8.72",,"0.05","0.0","0.0","51","56","47","  180","  210","17.0","23.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-26","14.76",,"0.00","0.0","0.0","51","58","45","  200","  210","23.0","31.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-27","9.40",,"0.04","0.0","0.0","48","56","44","  220","  150","17.0","23.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-28","5.37",,"0.00","0.0","0.0","49","59","43","  250","  230","10.1","15.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-29","6.71",,"0.14","0.0","0.0","51","57","42","  200","  240","15.0","21.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-04-30","8.28",,"0.08","0.0","0.0","50","56","47","  190","  170","17.0","23.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-01","5.82",,"0.03","0.0","0.0","48","50","45","  210","  210","12.1","14.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-02","4.25",,"0.13","0.0","0.0","51","61","43","  140","  230","8.9","14.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-03","6.04",,"0.11","0.0","0.0","59","74","55","  350","  360","10.1","12.1","    1","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-04","6.26",,"0.44","0.0","0.0","62","76","53","  340","  240","21.0","23.9","    1","    1","    1",,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-05","12.97",,"0.25","0.0","0.0","58","59","46","  210","  220","25.1","32.0","    1","    1","    1",,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-06","6.71",,"0.02","0.0","0.0","50","60","43","  350","  340","14.1","18.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-07","7.38",,"0.00","0.0","0.0","51","62","45","  340","  320","13.0","17.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-08","6.71",,"0.00","0.0","0.0","54","64","46","  340","  350","15.0","18.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-09","5.59",,"0.00","0.0","0.0","56","70","47","  300","   10","12.1","14.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-10","5.82",,"0.00","0.0","0.0","58","71","51","  240","  250","15.0","18.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-11","7.83",,"0.47","0.0","0.0","58","60","46","  240","  230","23.9","33.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-12","6.04",,"0.16","0.0","0.0","48","54","43","  230","  210","18.1","28.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2017-05-13","10.29",,"0.03","0.0","0.0","49","57","45","  210","  220","19.9","21.9","    1",,,,,,,,,,,
